kerndaten_id,uid,pid,tstamp,crdate,cruser_id,a0,a1,a2,a3,a5,a6,a7a,a7b,a8,a9a,a9b,a9c,a9d,a12a,a12aa,a12b,a12c,a12d,a12e,a12f,a12g,a12h,a12i,a13a,a13b,a13c,a13d,a14a,a14aa,a14b,a14ba,a15a,a15aa,a15b,a15ba,a16a,a16b,a16ba,a17,a18,a19,a20,a21,a22,a23,a24a,a24b,a25,a25a_a,a25a,a25ab,a25ac,a25b,a25c,a26,a27,a28,a25aa,c1,c2,f1,f2a,f2b,f3a,f3b,f4,f5,f6,f7,f8,f9,QID
631,27,1,1462813127,1462813127,5,Mensch (Same) [Schädel],"Anatomie, Anthropologie",AIG,524,40b; 50; 223; 190,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Lappländer; Lapponis,<i>Homo sapiens</i>,Mensch,Lappe,,rezent,rezent,,,,,,,,,"Lycksele, Västerbotten - Sverige - Europe - World","64° 34\' 00\'\' N, 018° 40\' 00\'\' E",tgn:1063345,,"Alenius, André (1743-1820)",,,,"Thunberg, Carl Peter (1743-1828)",cnp01430784,1803-01-01,1803-04-25,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,C.P. Thunberg erhielt den Schädel von dem Pfarrer André Alenius (1743-1820) aus Lycksele und schickte ihn nach Stralsund an Carl Heinrich (Henry) Deneke (1735-1803).,,"00096: 9;
Spengel (1877): 34f",,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,,0,3,"Text der Karteikarte:
Krt. Nr. 524
Lappe (männl.), c)
Bl.
durch Thunberg
alte Sign.: 223
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-09-25,N. Schäfer,2016-05-09,,,,,"Corresp. VI, S. 296 Nr. 1582",,Q4872
632,27,1,1448013699,1448013699,5,Mensch (Same) [Schädel],"Anatomie, Anthropologie",AIG,525,XIX; 222; 193,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Lappe; Lapponis,<i>Homo sapiens</i>,"Mensch
",Lappe,,rezent,rezent,,,,,,,,,"Lappland, Europe - World","68° 00\' 00\'\' N, 025° 00\' 00\'\' E",tgn:701002,,,,,,"Tengström, Johan Magnus af (1793-1856)",cnp01227988,1821-01-01,1821-12-31,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 34f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Text der Karteikarte:
Krt. Nr. 525
Lappe
Bl. 1821
alte Sign.: 222
(Durch Feuchtigkeitseinwirkung
ist nichts weiter lesbar. Nach
Schaaffhausen, Die Anthropol.
Samm. Deutschl.s, 1877, S. 34/35,
stammt der Schädel ebenfalls
von Dr. M. v. Tengström).","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer
",2012-09-25,N. Schäfer,2015-11-20,,,,,,,Q4879
633,27,1,1448009201,1448009201,5,Mensch (Same) [Schädel],"Anatomie, Anthropologie",AIG,526,XVIII; 221; 192,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Lappe; Lappländer,<i>Homo sapiens</i>,Mensch,Lappe,,rezent,rezent,,,,,,,,,"Lappland, Europe - World","68° 00\' 00\'\' N, 025° 00\' 00\'\' E",tgn:701002,,,,,,"Tengström, Johan Magnus af (1793-1856)",cnp01227988,1821-01-01,1821-12-31,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 34f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Text der Karteikarte:
Krt. Nr. 526
Lappe a)
Bl. 1821
durch Dr. Magnus v. Tengström in 
Abo.
alte Sign.: 221","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-09-26,N. Schäfer,2015-11-20,,,,,,,Q4880
378,27,1,1459259429,1459259429,5,Mensch (Rom) [Schädel],"Anatomie, Anthropologie",AIG,529,7; 24; 92; 213; 250,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Echter Zigeuner; Cingari Genuini,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Cluj-Napoca, Cluj county - România - Europe - World","46° 47\' 00\'\' N, 023° 37\' 00\'\' E",tgn:700393,,,,,,"Pataki II, Samuel (1731-1804)",,1791-01-01,1791-12-31,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,"über Daniel Gottlieb Scheint (vgl. Dougherty IV, 0787)",,"00093: 3ff;
Spengel (1877): 48f",00093: Taf. 11,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Text der Karteikarte:
Krt. Nr. 529
Zigeuner, a)
Bl. 1791
durch Dr. Pataki, Clausenburg
Ort: Siebenbürgen
alte Sign.: 213
(Hinweis auf Bl., Decas II, 11)
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-02-18,N. Schäfer,2016-03-29,,,,,,,Q4855
634,27,1,1474547396,1474547396,5,Mensch (Rom) [Schädel],"Anatomie, Anthropologie",AIG,530,8; 44; 93; 214; 251,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Russischer Zigeuner; Cingari Russici,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Russland, Asia - World","60° 00\' 00\'\' N, 047° 00\' 00\'\' E",tgn:700243,,,,,,"Asch, Georg Thomas von (1729-1807)",cnp00397388,1790-10-11,1790-10-11,Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 48f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,2,"Karteikarte nicht vorhanden

Aufschrift Kasten:
Zigeuner, b)
214.
Russland
Bar. v. Asch
Bl. 1790","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-09-26,N. Schäfer,2016-09-22,"Corresp. III, Nr. 633, S.334-337",,,,,,Q4871
635,27,1,1474545546,1474545546,5,Mensch (Rom) [Schädel],"Anatomie, Anthropologie",AIG,531,44b; 94; 215; 252,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Russischer Zigeuner; Cingari Russici,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Russland, Asia - World","60° 00\' 00\'\' N, 047° 00\' 00\'\' E",tgn:700243,,,,,,"Asch, Georg Thomas von (1729-1807)",cnp00397388,1798-06-01,1798-06-30,Geschenk,1840 (aus Privatsammlung Blumenbachs),,"Sammlungseingang 1798 aus ""Brief des Barons von Asch an Heyne vom 16.04./27.04.1798"". Sammlungseingang auf Karteikarte vermutlich falsch.",,Spengel (1877): 48f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Text der Karteikarte
Krt. Nr. 531
Zigeuner, c)
Bl. 1790
durch Baron v. Asch
Ort: Russland
alte Sign.: 215","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-09-26,N. Schäfer,2016-09-22,"Corresp. V, S. 564;
Corresp. V, S. 298-300, Nr. 1177",,,,,,Q4840
379,27,1,1459256920,1459256920,5,Mensch (Romni) [Schädel],"Anatomie, Anthropologie",AIG,532,LXVI; 216; 254,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Siebenbürgische Zigeunerin,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Budapest, Budapest county - Magyarország - Europe - World","47° 30\' 00\'\' N, 019° 03\' 00\'\' E",tgn:700628,,,,,,"Szentkiraly, Alexander von (????-????)",,1830-01-01,1830-12-31,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 48f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,1,2,"Text der Karteikarte:
Krt. Nr. 532
Zigeuner, d)
Bl. 1830
durch A. v. Szentkiraly
Ort: Siebenbürgen
alte Sign.: 216

Sekundäretikett:
Alexander von Szentkirály
Beysitzer der hohen ungrischen Septemviraltafel
in Pest.

1 Siegel extra","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-02-18,N. Schäfer,2016-03-29,,,,,,,Q4865
380,20,1,1481126242,1481126242,1,Mensch (Rom) [Schädel],"Anatomie, Anthropologie",AIG,533,LXVI; 217; 253,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Siebenbürgischer Zigeuner,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Siebenbürgen, România - Europe - World",,tgn:7002702,,,,,,"Szentkiraly, Alexander von (????-????)",,1830-01-01,1830-12-31,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 48f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Text der Karteikarte:
Krt. Nr. 533
Zigeuner, e)
Bl. 1830
durch A. v. Szentkiraly
Ort: Siebenbürgen
alte Sign.: 217","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer
",2012-02-18,N. Schäfer,2016-03-29,,,,,,,Q4842
381,27,1,1459255369,1459255369,5,Mensch (Deutscher) [Schädel],"Anatomie, Anthropologie",AIG,534,2; 31; 325; 197,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,junger Jude; Judai,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Göttingen, Braunschweig district - Niedersachsen - Deutschland - Europe - World","51° 32\' 00\'\' N, 009° 57\' 00\'\' E",tgn:700524,,,,,,unbekannt,,1793-01-01,1793-12-31,unbekannt,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 36f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Text der Karteikarte:
Krt. Nr. 534
Jude, a)
Bl. 1793
Ort: Göttingen
alte Sign.: 325","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-02-18,N. Schäfer,2016-03-29,,,,,,,Q4861
382,20,1,1481126276,1481126276,1,"Mensch (Deutsche) [Schädel, juvenil]","Anatomie, Anthropologie",AIG,535,1; 17; 96; 326; 198,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Judenmädchen; Puellae Iudaicae,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Göttingen, Braunschweig district - Niedersachsen - Deutschland - Europe - World","51° 32\' 00\'\' N, 009° 57\' 00\'\' E",tgn:700524,,,,,,unbekannt,,1793-01-01,1793-12-31,unbekannt,1840 (aus Privatsammlung Blumenbachs),,,00008: 5,"00094: 14ff;
Spengel (1877): 36f",00094: Taf. 28,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Cod. Blumenbach I, 1 gibt Göttingen als Fundort an, Cod. Blumenbach I, 2 ""aus dem Hannoverschen"".

Text der Karteikarte:
Krt. Nr. 535
Jude
Bl. 1793
Ort: Göttingen
alte Sign.: 326
(Hinweis auf Bl., Decas III, 28)
Die Beschriftung ist nicht lesbar. Zu den Angaben vergl. Schaaffhausen, S. 36/37
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-02-18,N. Schäfer,2016-03-29,,,,,,,Q4740
383,27,1,1470152375,1470152375,5,Mensch (Deutscher?) [Schädel],"Anatomie, Anthropologie",AIG,536,32; 95; 327; 195,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,fast hundertjähriger Jude; hundertjähriger Jude; Iudaei centenarii,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,unbekannt,,,,,,,,unbekannt,,1794-01-01,1794-12-31,unbekannt,1840 (aus Privatsammlung Blumenbachs),,,,"00095: 10;
Spengel (1877): 36f",00095: Taf. 34,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Text der Karteikarte:
Krt. Nr. 536
Jude, c), (100-jährig)
Bl. 1794
Ort:-
alte Sign.: 327
(Hinweis auf Bl., Decas IV, 34)
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-09-26,N. Schäfer,2016-08-02,,,,,,,Q4854
384,27,1,1459253630,1459253630,5,Mensch (Deutscher) [Schädel],"Anatomie, Anthropologie",AIG,537,328; 194,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Göttingen, Braunschweig district - Niedersachsen - Deutschland - Europe - World","51° 32\' 00\'\' N, 009° 57\' 00\'\' E",tgn:700524,,,,1809-12-04,1809-12-04,unbekannt,,,,unbekannt,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 36f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,2,"Text der Karteikarte:
Krt. Nr. 537
Jude, d)
Bl. 1809
Ort: Göttingen
alte Sign.: 328
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-09-26,N. Schäfer,2016-03-29,,,,,,,Q4745
385,27,1,1459244511,1459244511,5,Jude_nicht in handschr. Katalogen,"Anatomie, Anthropologie",AIG,538,329; 196,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Jude,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Deutschland, Europe - World","51° 30\' 00\'\' N, 010° 30\' 00\'\' E",tgn:700008,,Osiander,,,,,,1813-01-01,1813-12-31,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 36f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,,,"1
","3
","Text der Karteikarte:
Krt. Nr. 538
Jude [Symbol für weiblich], e), (22-Jährig)
e collect. Osiander
alte Sign.: 329","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-02-19,N. Schäfer,2016-03-29,,,,,,,Q4802
386,20,1,1481126301,1481126301,1,Mensch (Lesgier) [Schädel],"Anatomie, Anthropologie",AIG,543,40; 70; 88; 115; 244,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Lesghe,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Kizlyar, Respublika Dagestan - Rossiya - Asia - World","43° 51\' 00\'\' N, 046° 43\' 00\'\' E",tgn:105535,,,,,,"Asch, Georg Thomas von (1729-1807)",cnp00397388,1788-07-31,1788-07-31,Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 46f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,2,"Text der Karteikarte:
Krt. Nr. 543
Lesghier
Bl. 1788
durch Baron v. Asch
Ort: Kislar am Flusse Terek in Daghestan.
alte Sign.: 115","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-02-19,N. Schäfer,2016-03-29,,,,,,,Q4797
387,27,1,1474547447,1474547447,5,Mensch (Georgierin) [Schädel],"Anatomie, Anthropologie",AIG,544,41; 71; 86; 117; 242,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Georgianer; Grusiner,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Georgia, Asia - World","42° 00\' 00\'\' N, 043° 30\' 00\'\' E",tgn:700665,,,,,,"Asch, Georg Thomas von (1729-1807)",cnp00397388,1790-10-11,1790-10-11,Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 46f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,"0
","3
","Text der Karteikarte:
Krt. Nr. 544
Georgier, a)
Bl. 1790
durch Baron v. Asch
alte Sign. 117.","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-02-19,N. Schäfer,2016-09-22,"Corresp. III, Nr. 633, S.334-337",,,,,,Q4866
388,27,1,1474874908,1474874908,5,Mensch (Georgier) [Schädel],"Anatomie, Anthropologie",AIG,545,71b; 87; 118; 241,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Georgianer; Grusiner,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Georgia, Asia - World","42° 00\' 00\'\' N, 043° 30\' 00\'\' E",tgn:700665,,,,,,"Asch, Georg Thomas von (1729-1807)",cnp00397388,1806-01-03,1806-01-03,Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 46f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Text der Karteikarte:
Krt. Nr. 545
Georgier (Grusier), b)
Bl.
alte Sign.: 118","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-02-19,N. Schäfer,2016-09-26,"Corresp. VI, S. 621 ""missing letters""",,,,,,Q4852
